carbon-monoxide mg/mc,nitrogen-dioxide ug/mc,ozone ug/mc,particulate-matter10 ug/mc,particulate-matter2.5 ug/mc,sulphur dioxide ug/mc,air_temperature °C,global_radiation W/mq,precipitation mm,relative_humidity %,wind10m_direction gN,wind10m_speed m/s
0.5,17.0,66.0,19.333333333333332,12.666666666666666,1.0,13.177777777777775,0.0,0.0,87.11111111111111,194.44444444444446,0.8111111111111111
0.6,30.0,74.33333333333333,16.333333333333332,11.333333333333334,2.0,18.688888888888883,833.3333333333334,0.0,50.333333333333336,128.0,1.2333333333333334
0.5333333333333333,21.333333333333332,106.66666666666667,11.666666666666666,10.0,1.6666666666666667,20.922222222222224,370.44444444444446,0.0,49.666666666666664,188.66666666666666,5.2555555555555555
0.6,63.333333333333336,70.0,12.666666666666666,8.333333333333334,1.0,17.244444444444444,23.666666666666668,0.0,80.66666666666667,238.66666666666666,0.5555555555555556
0.5,15.0,37.666666666666664,14.0,7.0,1.0,11.544444444444444,0.0,0.0,91.22222222222223,221.44444444444446,0.8999999999999999
0.5666666666666667,21.0,56.0,5.0,2.3333333333333335,1.6666666666666667,17.18888888888889,862.2222222222222,0.0,45.0,168.0,1.4444444444444444
0.5666666666666667,30.666666666666668,101.0,3.0,3.3333333333333335,1.6666666666666667,23.355555555555554,897.1111111111111,0.0,37.333333333333336,215.44444444444446,3.011111111111111
0.5,21.666666666666668,114.66666666666667,6.0,7.0,1.3333333333333333,21.42222222222222,48.22222222222222,0.0,48.22222222222222,262.1111111111111,4.5777777777777775
0.5,15.0,77.33333333333333,17.333333333333332,10.333333333333334,1.6666666666666667,17.233333333333334,0.0,0.0,61.111111111111114,178.0,1.4444444444444446
0.6,35.666666666666664,79.33333333333333,13.666666666666666,8.666666666666666,3.0,20.01111111111111,802.5555555555555,0.0,52.55555555555556,175.22222222222223,1.788888888888889
0.5333333333333333,17.666666666666668,105.33333333333333,6.666666666666667,7.0,1.0,21.244444444444444,289.44444444444446,0.0,39.22222222222222,217.77777777777777,4.800000000000001
0.6,50.0,96.66666666666667,14.666666666666666,9.0,1.0,18.9,27.333333333333332,0.044444444444444446,60.77777777777778,239.44444444444446,1.1111111111111112
0.5,17.666666666666668,53.666666666666664,18.0,9.0,1.0,12.466666666666667,0.0,0.0,92.33333333333333,141.55555555555554,2.311111111111111
0.5666666666666668,12.666666666666666,74.33333333333333,5.333333333333333,3.0,2.0,17.688888888888886,870.4444444444445,0.0,42.888888888888886,227.55555555555554,1.2222222222222223
0.5333333333333333,13.666666666666666,107.66666666666667,2.0,3.3333333333333335,1.3333333333333333,23.13333333333333,908.1111111111111,0.0,28.88888888888889,135.66666666666666,2.422222222222222
0.5333333333333333,18.0,106.33333333333333,3.6666666666666665,6.0,1.0,20.299999999999997,19.666666666666668,0.0,42.111111111111114,265.77777777777777,4.644444444444445
0.5333333333333333,20.666666666666668,85.0,13.0,6.333333333333333,1.0,16.53333333333333,0.0,0.0,64.77777777777777,115.44444444444444,1.6111111111111114
0.6,30.666666666666668,79.33333333333333,8.0,5.333333333333333,1.6666666666666667,18.077777777777776,811.6666666666666,0.0,45.22222222222222,141.55555555555554,1.966666666666667
0.5,19.0,100.66666666666667,4.0,5.0,1.0,21.388888888888893,899.7777777777778,0.0,41.666666666666664,115.66666666666667,4.5
0.5,18.333333333333332,104.0,10.666666666666666,8.0,1.0,20.01111111111111,25.22222222222222,0.0,49.333333333333336,272.22222222222223,6.0
0.5,13.666666666666666,72.0,19.666666666666668,12.333333333333334,1.0,14.555555555555555,0.0,0.0,82.33333333333333,88.88888888888889,3.7222222222222223
0.6,31.666666666666668,75.66666666666667,16.0,10.0,2.6666666666666665,19.08888888888889,848.0,0.0,49.77777777777778,146.88888888888889,1.4333333333333331
0.5333333333333333,23.666666666666668,113.33333333333333,7.666666666666667,8.333333333333334,1.3333333333333333,23.966666666666665,893.6666666666666,0.0,37.77777777777778,194.55555555555554,3.0777777777777775
0.5333333333333333,25.666666666666668,126.66666666666667,14.666666666666666,11.666666666666666,1.6666666666666667,21.6,37.22222222222222,0.0,44.888888888888886,257.77777777777777,4.522222222222222
0.5,10.0,104.33333333333333,18.0,12.666666666666666,1.0,18.12222222222222,0.0,0.0,51.44444444444444,230.44444444444446,2.3
0.6,33.666666666666664,81.66666666666667,19.333333333333332,12.0,2.0,18.6,623.3333333333334,0.0,55.22222222222222,174.11111111111111,2.411111111111111
0.5333333333333333,13.0,123.33333333333333,9.333333333333334,9.333333333333334,1.3333333333333333,24.444444444444443,799.7777777777778,0.0,37.666666666666664,177.55555555555554,3.2
0.5,21.333333333333332,129.33333333333334,15.666666666666666,13.0,1.0,22.7,40.55555555555556,0.0,42.77777777777778,256.55555555555554,4.5
0.5,17.333333333333332,85.0,24.0,14.0,2.0,16.233333333333334,0.0,0.0,81.11111111111111,134.55555555555554,2.155555555555556
0.6,22.666666666666668,82.33333333333333,15.333333333333334,12.0,2.3333333333333335,21.38888888888889,807.3333333333334,0.0,48.666666666666664,195.33333333333334,1.111111111111111
0.6666666666666666,21.0,125.33333333333333,7.333333333333333,10.666666666666666,2.0,27.17777777777778,865.3333333333334,0.0,39.44444444444444,236.22222222222223,4.488888888888889
0.7333333333333334,39.666666666666664,135.0,17.333333333333332,15.333333333333334,2.0,24.12222222222222,26.555555555555557,0.0,44.44444444444444,263.6666666666667,4.666666666666668
0.6999999999999998,19.666666666666668,87.33333333333333,25.333333333333332,18.0,1.6666666666666667,17.900000000000002,0.0,0.0,81.33333333333333,188.66666666666666,1.1222222222222225
0.6666666666666666,26.666666666666668,84.66666666666667,22.0,14.666666666666666,3.3333333333333335,23.055555555555557,790.6666666666666,0.0,54.111111111111114,303.55555555555554,2.0777777777777775
0.6666666666666666,28.333333333333332,142.66666666666666,13.333333333333334,11.666666666666666,2.3333333333333335,27.85555555555556,638.7777777777778,0.0,39.888888888888886,145.33333333333334,4.155555555555555
0.6999999999999998,42.666666666666664,139.33333333333334,27.0,18.333333333333332,2.0,24.78888888888889,34.55555555555556,0.0,48.22222222222222,249.66666666666666,3.3444444444444446
0.6666666666666666,21.0,78.33333333333333,28.0,18.666666666666668,2.0,18.977777777777778,0.0,0.0,81.77777777777777,127.66666666666667,1.2222222222222223
0.6,19.0,80.0,15.666666666666666,11.0,3.0,23.3,790.7777777777778,0.0,55.0,147.77777777777777,1.6666666666666665
0.6,15.666666666666666,128.66666666666666,11.666666666666666,11.0,2.3333333333333335,28.444444444444443,488.44444444444446,0.0,42.77777777777778,147.55555555555554,4.388888888888889
0.6,26.333333333333332,91.33333333333333,16.333333333333332,11.666666666666666,1.0,20.155555555555555,46.888888888888886,0.0,68.66666666666667,326.77777777777777,4.322222222222223
0.6,9.333333333333334,47.666666666666664,23.666666666666668,11.666666666666666,1.0,16.27777777777778,0.0,0.19999999999999998,88.66666666666667,256.3333333333333,1.5666666666666664
0.6,10.333333333333334,50.333333333333336,8.0,6.0,2.0,21.355555555555554,860.1111111111111,0.0,65.55555555555556,319.55555555555554,3.2777777777777777
0.6,13.666666666666666,92.0,2.0,5.0,1.3333333333333333,25.388888888888886,716.2222222222222,0.2,44.111111111111114,189.66666666666666,3.0111111111111106
0.6333333333333333,43.333333333333336,67.0,14.0,8.0,1.0,18.755555555555553,55.55555555555556,0.0,79.11111111111111,170.44444444444446,1.4
0.6,12.0,29.666666666666668,16.0,7.666666666666667,1.0,16.88888888888889,0.0,0.0,89.55555555555556,154.25,1.3
0.6333333333333333,29.333333333333332,28.5,5.333333333333333,4.5,2.0,20.677777777777777,519.0,0.0,64.44444444444444,209.55555555555554,1.011111111111111
0.6,27.666666666666668,46.666666666666664,5.333333333333333,6.0,1.0,21.32222222222222,371.55555555555554,0.022222222222222223,65.22222222222223,154.55555555555554,2.855555555555555
0.6,33.0,65.0,8.666666666666666,5.333333333333333,1.0,19.57777777777778,40.77777777777778,0.0,72.55555555555556,313.0,3.5444444444444443
0.6,13.0,34.666666666666664,13.0,5.333333333333333,1.0,16.299999999999997,0.0,0.0,84.88888888888889,312.55555555555554,2.244444444444445
0.6,18.333333333333332,34.0,7.0,4.333333333333333,2.3333333333333335,21.766666666666666,708.3333333333334,0.0,64.11111111111111,267.6666666666667,1.822222222222222
0.6,23.666666666666668,78.0,3.0,5.666666666666667,2.0,26.633333333333336,713.6666666666666,0.0,51.77777777777778,279.77777777777777,2.666666666666667
0.6,25.0,80.33333333333333,11.666666666666666,10.333333333333334,1.0,17.366666666666664,4.222222222222222,1.6888888888888889,74.55555555555556,189.66666666666666,2.2777777777777777
0.5333333333333333,7.333333333333333,47.333333333333336,18.666666666666668,8.333333333333334,1.0,15.200000000000001,0.0,0.0,92.0,272.77777777777777,0.6222222222222222
0.6,25.333333333333332,35.0,7.666666666666667,4.333333333333333,2.0,20.488888888888887,696.6666666666666,0.0,70.11111111111111,330.44444444444446,1.8999999999999997
0.6333333333333333,36.666666666666664,87.0,3.0,4.333333333333333,1.6666666666666667,26.266666666666666,795.8888888888889,0.0,47.888888888888886,168.88888888888889,2.7555555555555555
0.6,31.666666666666668,82.33333333333333,9.666666666666666,7.666666666666667,1.3333333333333333,21.200000000000003,51.888888888888886,0.0,65.11111111111111,310.77777777777777,3.2888888888888888
0.6,13.0,45.0,15.0,8.333333333333334,1.0,16.522222222222226,0.0,0.0,77.88888888888889,145.33333333333334,0.9222222222222223
0.6,20.666666666666668,62.333333333333336,5.333333333333333,5.0,2.0,22.766666666666666,840.1111111111111,0.0,49.77777777777778,170.66666666666666,1.3444444444444443
0.6,28.666666666666668,102.66666666666667,3.3333333333333335,6.333333333333333,1.3333333333333333,27.1,772.2222222222222,0.0,41.888888888888886,206.66666666666666,3.3
0.6666666666666666,47.0,111.33333333333333,13.666666666666666,10.666666666666666,1.3333333333333333,23.733333333333334,34.55555555555556,0.0,53.0,223.55555555555554,2.177777777777778
0.5333333333333333,15.0,54.666666666666664,17.333333333333332,9.0,2.0,18.35555555555555,0.0,0.0,76.55555555555556,204.55555555555554,1.288888888888889
0.6999999999999998,41.0,44.333333333333336,15.666666666666666,7.666666666666667,3.0,22.15555555555555,812.0,0.0,56.111111111111114,126.0,1.7
0.6,31.666666666666668,95.66666666666667,8.666666666666666,7.333333333333333,1.3333333333333333,27.066666666666666,774.4444444444445,0.0,42.77777777777778,180.22222222222223,3.1333333333333337
0.6666666666666666,41.333333333333336,94.33333333333333,13.666666666666666,9.666666666666666,1.0,23.0,37.77777777777778,0.0,55.22222222222222,214.66666666666666,2.4000000000000004
0.6,21.0,61.333333333333336,21.0,11.666666666666666,1.3333333333333333,16.833333333333332,0.0,0.0,86.66666666666667,191.0,0.7555555555555556
0.6,21.0,77.0,10.333333333333334,7.666666666666667,2.6666666666666665,23.07777777777778,795.2222222222222,0.0,49.888888888888886,182.55555555555554,1.3444444444444443
0.6333333333333333,23.0,116.0,5.0,7.666666666666667,2.0,29.600000000000005,875.3333333333334,0.0,35.666666666666664,127.0,2.9333333333333336
0.6,20.666666666666668,160.33333333333334,20.666666666666668,16.333333333333332,2.0,26.600000000000005,65.66666666666667,0.0,51.333333333333336,266.77777777777777,4.9111111111111105
0.6333333333333333,25.666666666666668,100.66666666666667,30.0,20.0,1.0,19.977777777777774,0.0,0.0,83.77777777777777,208.44444444444446,0.5111111111111111
0.6,13.0,86.0,12.0,10.0,3.0,25.73333333333333,837.7777777777778,0.0,45.44444444444444,298.55555555555554,3.644444444444445
0.6,9.0,96.33333333333333,3.0,6.333333333333333,1.0,33.400000000000006,884.0,0.0,26.0,261.3333333333333,3.5555555555555554
0.6333333333333333,27.666666666666668,127.0,8.0,9.333333333333334,2.0,29.477777777777774,19.88888888888889,0.0,37.44444444444444,237.55555555555554,4.088888888888889
